StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,CF2,CF1,P_ID,Trap1,ReadingQ,VisionQ,FluencyQ,Age_1,Gender,Eng,Res,Chi,Practice_1,1_Per_Rea_1,2_Per_Rea_1,3_Per_Rea_1,4_Per_Rea_1,5_Per_Rea_1,6_Per_Rea_1,7_Per_Rea_1,8_Per_Rea_1,9_Per_Rea_1,10_Per_Rea_1,11_Per_Rea_1,12_Per_Rea_1,13_Per_Rea_1,14_Per_Rea_1,15_Per_Rea_1,16_Per_Rea_1,17_Per_Rea_1,18_Per_Rea_1,19_Per_Rea_1,20_Per_Rea_1,21_Per_Rea_1,22_Per_Rea_1,23_Per_Rea_1,24_Per_Rea_1,25_Per_Rea_1,26_Per_Rea_1,27_Per_Rea_1,28_Per_Rea_1,29_Per_Rea_1,30_Per_Rea_1,1_Per_Imp_1,2_Per_Imp_1,3_Per_Imp_1,4_Per_Imp_1,5_Per_Imp_1,6_Per_Imp_1,7_Per_Imp_1,8_Per_Imp_1,9_Per_Imp_1,10_Per_Imp_1,11_Per_Imp_1,12_Per_Imp_1,13_Per_Imp_1,14_Per_Imp_1,15_Per_Imp_1,16_Per_Imp_1,17_Per_Imp_1,18_Per_Imp_1,19_Per_Imp_1,20_Per_Imp_1,21_Per_Imp_1,22_Per_Imp_1,23_Per_Imp_1,24_Per_Imp_1,25_Per_Imp_1,26_Per_Imp_1,27_Per_Imp_1,28_Per_Imp_1,29_Per_Imp_1,30_Per_Imp_1,1_Per_Con_1,2_Per_Con_1,3_Per_Con_1,4_Per_Con_1,5_Per_Con_1,6_Per_Con_1,7_Per_Con_1,8_Per_Con_1,9_Per_Con_1,10_Per_Con_1,11_Per_Con_1,12_Per_Con_1,13_Per_Con_1,14_Per_Con_1,15_Per_Con_1,16_Per_Con_1,17_Per_Con_1,18_Per_Con_1,19_Per_Con_1,20_Per_Con_1,21_Per_Con_1,22_Per_Con_1,23_Per_Con_1,24_Per_Con_1,25_Per_Con_1,26_Per_Con_1,27_Per_Con_1,28_Per_Con_1,29_Per_Con_1,30_Per_Con_1,Practice_Gen_1,1_Gen_Rea_1,2_Gen_Rea_1,3_Gen_Rea_1,4_Gen_Rea_1,5_Gen_Rea_1,6_Gen_Rea_1,7_Gen_Rea_1,8_Gen_Rea_1,9_Gen_Rea_1,10_Gen_Rea_1,11_Gen_Rea_1,12_Gen_Rea_1,13_Gen_Rea_1,14_Gen_Rea_1,15_Gen_Rea_1,16_Gen_Rea_1,17_Gen_Rea_1,18_Gen_Rea_1,19_Gen_Rea_1,20_Gen_Rea_1,21_Gen_Rea_1,22_Gen_Rea_1,23_Gen_Rea_1,24_Gen_Rea_1,25_Gen_Rea_1,26_Gen_Rea_1,27_Gen_Rea_1,28_Gen_Rea_1,29_Gen_Rea_1,30_Gen_Rea_1,1_Gen_Imp_1,2_Gen_Imp_1,3_Gen_Imp_1,4_Gen_Imp_1,5_Gen_Imp_1,6_Gen_Imp_1,7_Gen_Imp_1,8_Gen_Imp_1,9_Gen_Imp_1,10_Gen_Imp_1,11_Gen_Imp_1,12_Gen_Imp_1,13_Gen_Imp_1,14_Gen_Imp_1,15_Gen_Imp_1,16_Gen_Imp_1,17_Gen_Imp_1,18_Gen_Imp_1,19_Gen_Imp_1,20_Gen_Imp_1,21_Gen_Imp_1,22_Gen_Imp_1,23_Gen_Imp_1,24_Gen_Imp_1,25_Gen_Imp_1,26_Gen_Imp_1,27_Gen_Imp_1,28_Gen_Imp_1,29_Gen_Imp_1,30_Gen_Imp_1,1_Gen_Con_1,2_Gen_Con_1,3_Gen_Con_1,4_Gen_Con_1,5_Gen_Con_1,6_Gen_Con_1,7_Gen_Con_1,8_Gen_Con_1,9_Gen_Con_1,10_Gen_Con_1,11_Gen_Con_1,12_Gen_Con_1,13_Gen_Con_1,14_Gen_Con_1,15_Gen_Con_1,16_Gen_Con_1,17_Gen_Con_1,18_Gen_Con_1,19_Gen_Con_1,20_Gen_Con_1,21_Gen_Con_1,22_Gen_Con_1,23_Gen_Con_1,24_Gen_Con_1,25_Gen_Con_1,26_Gen_Con_1,27_Gen_Con_1,28_Gen_Con_1,29_Gen_Con_1,30_Gen_Con_1,PROLIFIC_PID,GeoLocation
8/06/2020 2:01,8/06/2020 2:08,IP Address,86.137.251.11,100,423,TRUE,8/06/2020 2:08,R_1r7TRDE2eMCz9eR,,,,,54.54840088,-1.593704224,anonymous,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree, but do not consent to the use of my data in future research.",58935bbed060d400011601ac,Chicago,No,Yes,Yes,57,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,15,0,0,0,0,0,0,0,100,0,0,87,78,71,0,91,96,0,100,100,0,100,53,15,4,54,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom
8/06/2020 2:01,8/06/2020 2:08,IP Address,92.29.5.117,100,434,TRUE,8/06/2020 2:08,R_1rpQ5vT5D3fKeoK,,,,,56.48060608,-2.935806274,anonymous,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",5d53be7ddaac02001566b548,Chicago,No,Yes,Yes,34,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,72,0,8,0,0,0,55,0,100,0,77,82,75,37,0,41,2,0,7,53,0,100,9,0,56,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom
8/06/2020 2:00,8/06/2020 2:09,IP Address,62.64.206.91,100,494,TRUE,8/06/2020 2:09,R_1DLUcPKUzYwkmgW,,,,,51.46229553,-2.550201416,anonymous,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",5c0ebf81857373000152ed32,Chicago,No,Yes,Yes,34,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,34,50,37,63,52,20,58,46,5,84,35,81,14,91,75,10,77,12,13,62,76,48,82,61,62,48,18,30,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom
8/06/2020 2:01,8/06/2020 2:09,IP Address,188.211.163.128,100,469,TRUE,8/06/2020 2:09,R_3rYaxMfYarJPO0Q,,,,,51.47200012,-0.220397949,anonymous,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",5e72575be8e23118f1a6359b,Chicago,No,Yes,Yes,25,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,0,14,14,32,27,29,23,6,13,89,28,66,90,67,65,8,46,56,59,29,73,0,64,58,53,11,28,8,0,,United Kingdom
8/06/2020 2:00,8/06/2020 2:09,IP Address,49.255.189.174,100,526,TRUE,8/06/2020 2:09,R_30iwA213HoerR7a,,,,,-31.96330261,115.8608093,anonymous,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",5d256883e36e710019509985,Chicago,No,Yes,Yes,45,Male,Yes.,Australia,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,4,0,23,1,1,3,0,1,49,20,78,21,49,86,74,5,11,61,12,10,1,10,13,51,11,3,21,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Australia
8/06/2020 2:02,8/06/2020 2:09,IP Address,84.65.69.127,100,420,TRUE,8/06/2020 2:09,R_3qw0ivhQSzw1lyn,,,,,52.01579285,-0.69039917,anonymous,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",57f8a3ece480f5000136f588,Chicago,No,Yes,Yes,60,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Ireland,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,100,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom
8/06/2020 2:03,8/06/2020 2:09,IP Address,95.148.93.203,100,414,TRUE,8/06/2020 2:09,R_3hgAeFZ11omdP69,,,,,55.95100403,-3.19720459,anonymous,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",5cf91e29355edf001972c156,Chicago,No,Yes,Yes,41,Female,"No, it's my second language.",United Kingdom of Great Britain and Northern Ireland,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,95,100,85,51,76,92,100,82,100,19,100,100,100,100,100,100,89,100,100,67,91,65,100,100,50,94,100,81,95,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom
8/06/2020 2:03,8/06/2020 2:09,IP Address,92.239.218.6,100,407,TRUE,8/06/2020 2:09,R_Yccg4YOjMzUUipX,,,,,56.52920532,-3.074493408,anonymous,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree, but do not consent to the use of my data in future research.",5ed1520d74c93509055aab74,Chicago,No,Yes,Yes,24,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,49,0,25,0,0,23,5,0,83,6,0,13,47,0,0,0,0,0,43,49,0,67,0,2,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom
8/06/2020 2:03,8/06/2020 2:10,IP Address,213.205.240.10,100,373,TRUE,8/06/2020 2:10,R_1QA6bKVC0gqBBNU,,,,,51.55070496,-0.053695679,anonymous,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",5e8904120ee3545a07fd6aa8,Chicago,No,Yes,Yes,36,Male,"No, it's my second language.",United Kingdom of Great Britain and Northern Ireland,Bulgaria,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,50,51,56,45,53,54,52,55,57,53,52,51,68,71,50,54,52,62,50,69,56,46,52,52,49,47,42,52,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom
8/06/2020 2:06,8/06/2020 2:10,IP Address,88.111.134.157,100,238,TRUE,8/06/2020 2:10,R_YSU9qqFbG4F8s93,,,,,51.62469482,-0.7447052,anonymous,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",5eb8b92315a3c17fee130a39,Chicago,No,Yes,Yes,18,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,71,6,55,56,11,11,45,58,1,10,100,78,20,64,20,29,12,70,57,19,76,75,77,9,65,11,13,11,81,65,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom
8/06/2020 2:02,8/06/2020 2:10,IP Address,185.69.145.177,100,465,TRUE,8/06/2020 2:10,R_1pzgDgxlZBgvo6e,,,,,51.49639893,-0.122406006,anonymous,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",55b142b8fdf99b43fb57ab9f,Chicago,No,Yes,Yes,28,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,0,49,25,22,63,0,54,27,0,100,0,89,100,58,0,0,0,0,53,0,86,0,77,100,73,67,54,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom
8/06/2020 2:02,8/06/2020 2:10,IP Address,84.65.178.176,100,489,TRUE,8/06/2020 2:10,R_2XolebKzWHjSrlC,,,,,53.43440247,-2.266403198,anonymous,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",5ea46fda3bb09e4257523988,Chicago,No,Yes,Yes,25,Female,"No, it's my second language.",United Kingdom of Great Britain and Northern Ireland,Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,38,8,33,40,43,35,0,33,12,0,100,76,85,72,68,27,13,75,58,69,85,77,16,74,76,75,35,31,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom
8/06/2020 2:01,8/06/2020 2:10,IP Address,86.181.146.51,100,574,TRUE,8/06/2020 2:10,R_3QDm7deysgAtKS7,,,,,53.61320496,-2.606796265,anonymous,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",5d08bd151ea0f200194a5cf8,Chicago,No,Yes,Yes,24,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,25,12,38,13,24,16,51,0,94,19,38,70,61,60,7,58,63,9,24,42,30,70,70,38,20,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom
8/06/2020 2:00,8/06/2020 2:11,IP Address,92.2.214.131,100,622,TRUE,8/06/2020 2:11,R_aXymf3gADDoMcCJ,,,,,51.55549622,-0.621200562,anonymous,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",5e97391b5a067a1e2dd55485,Chicago,No,Yes,Yes,27,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,56,0,8,62,0,81,13,0,100,3,100,65,6,52,0,17,49,91,20,15,0,100,0,72,58,4,0,0,,United Kingdom
8/06/2020 2:00,8/06/2020 2:11,IP Address,185.152.10.23,100,642,TRUE,8/06/2020 2:11,R_2cCRgDaCAGLTJnL,,,,,52.05029297,-1.541793823,anonymous,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",5e5794ecbf43fe000bb80157,Chicago,No,Yes,Yes,43,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5,0,7,1,0,1,9,0,78,0,23,59,0,36,0,5,10,0,0,17,0,57,1,0,12,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom
8/06/2020 2:01,8/06/2020 2:11,IP Address,82.69.185.102,100,623,TRUE,8/06/2020 2:11,R_2tf1gdo3I5NBZ6A,,,,,51.07000732,-1.797897339,anonymous,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",5847e40d6cca010001fe2d64,Chicago,No,Yes,Yes,55,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,100,5,2,50,3,4,24,0,61,21,0,97,1,3,91,80,4,0,11,19,3,22,53,4,50,3,8,12,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom
8/06/2020 2:01,8/06/2020 2:11,IP Address,91.110.214.252,100,596,TRUE,8/06/2020 2:11,R_1n31NyEc5eOpgYn,,,,,55.83929443,-4.289199829,anonymous,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",5718a9c4dd9ef10013df01f0,Chicago,No,Yes,Yes,34,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,60,2,63,0,0,58,35,0,62,0,75,7,34,14,0,82,1,11,62,96,0,100,6,10,20,12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom
8/06/2020 2:01,8/06/2020 2:11,IP Address,88.104.150.11,100,628,TRUE,8/06/2020 2:11,R_1gSaR9pM4TIE9ir,,,,,51.53219604,-0.098007202,anonymous,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",5cdeae8d055c2e001a0c5308,Chicago,No,Yes,Yes,32,Female,"No, it's my second language.",United Kingdom of Great Britain and Northern Ireland,Lithuania,100,1,1,45,48,14,0,5,5,85,0,92,0,96,98,97,17,5,51,25,0,74,66,0,97,95,11,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom
8/06/2020 2:02,8/06/2020 2:11,IP Address,185.6.154.26,100,578,TRUE,8/06/2020 2:11,R_ai3bBnOdHJRM9Zn,,,,,53.76780701,-0.300506592,anonymous,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",5e2ecf8ad5947f490c9d0f08,Chicago,No,Yes,Yes,59,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,90,15,5,74,5,10,5,2,9,22,4,95,4,69,92,49,74,4,24,90,8,14,64,5,94,7,87,4,7,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom
8/06/2020 2:00,8/06/2020 2:12,IP Address,86.142.233.255,100,685,TRUE,8/06/2020 2:12,R_33aj2w53TFAPoFl,,,,,50.88310242,-1.24369812,anonymous,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",5e29c3e65570910297dbf70d,Chicago,No,Yes,Yes,63,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,19,0,36,0,0,50,0,0,49,0,0,19,1,20,2,49,0,29,0,73,0,77,0,32,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom
8/06/2020 2:04,8/06/2020 2:12,IP Address,86.186.120.213,100,512,TRUE,8/06/2020 2:12,R_2VdsyahG7aYmK6s,,,,,51.86549377,-1.571105957,anonymous,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",5eda19fa68ef200309777c96,Chicago,No,Yes,Yes,19,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,57,81,19,85,44,0,44,77,20,100,55,100,90,91,76,29,100,91,0,61,100,56,100,75,57,68,68,59,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom
