StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,CF2,CF1,P_ID,Trap1,ReadingQ,VisionQ,FluencyQ,Age_1,Gender,Eng,Res,Chi,Practice_1,1_Per_Rea_1,2_Per_Rea_1,3_Per_Rea_1,4_Per_Rea_1,5_Per_Rea_1,6_Per_Rea_1,7_Per_Rea_1,8_Per_Rea_1,9_Per_Rea_1,10_Per_Rea_1,11_Per_Rea_1,12_Per_Rea_1,13_Per_Rea_1,14_Per_Rea_1,15_Per_Rea_1,16_Per_Rea_1,17_Per_Rea_1,18_Per_Rea_1,19_Per_Rea_1,20_Per_Rea_1,21_Per_Rea_1,22_Per_Rea_1,23_Per_Rea_1,24_Per_Rea_1,25_Per_Rea_1,26_Per_Rea_1,27_Per_Rea_1,28_Per_Rea_1,29_Per_Rea_1,30_Per_Rea_1,1_Per_Imp_1,2_Per_Imp_1,3_Per_Imp_1,4_Per_Imp_1,5_Per_Imp_1,6_Per_Imp_1,7_Per_Imp_1,8_Per_Imp_1,9_Per_Imp_1,10_Per_Imp_1,11_Per_Imp_1,12_Per_Imp_1,13_Per_Imp_1,14_Per_Imp_1,15_Per_Imp_1,16_Per_Imp_1,17_Per_Imp_1,18_Per_Imp_1,19_Per_Imp_1,20_Per_Imp_1,21_Per_Imp_1,22_Per_Imp_1,23_Per_Imp_1,24_Per_Imp_1,25_Per_Imp_1,26_Per_Imp_1,27_Per_Imp_1,28_Per_Imp_1,29_Per_Imp_1,30_Per_Imp_1,1_Per_Con_1,2_Per_Con_1,3_Per_Con_1,4_Per_Con_1,5_Per_Con_1,6_Per_Con_1,7_Per_Con_1,8_Per_Con_1,9_Per_Con_1,10_Per_Con_1,11_Per_Con_1,12_Per_Con_1,13_Per_Con_1,14_Per_Con_1,15_Per_Con_1,16_Per_Con_1,17_Per_Con_1,18_Per_Con_1,19_Per_Con_1,20_Per_Con_1,21_Per_Con_1,22_Per_Con_1,23_Per_Con_1,24_Per_Con_1,25_Per_Con_1,26_Per_Con_1,27_Per_Con_1,28_Per_Con_1,29_Per_Con_1,30_Per_Con_1,Practice_Gen_1,1_Gen_Rea_1,2_Gen_Rea_1,3_Gen_Rea_1,4_Gen_Rea_1,5_Gen_Rea_1,6_Gen_Rea_1,7_Gen_Rea_1,8_Gen_Rea_1,9_Gen_Rea_1,10_Gen_Rea_1,11_Gen_Rea_1,12_Gen_Rea_1,13_Gen_Rea_1,14_Gen_Rea_1,15_Gen_Rea_1,16_Gen_Rea_1,17_Gen_Rea_1,18_Gen_Rea_1,19_Gen_Rea_1,20_Gen_Rea_1,21_Gen_Rea_1,22_Gen_Rea_1,23_Gen_Rea_1,24_Gen_Rea_1,25_Gen_Rea_1,26_Gen_Rea_1,27_Gen_Rea_1,28_Gen_Rea_1,29_Gen_Rea_1,30_Gen_Rea_1,1_Gen_Imp_1,2_Gen_Imp_1,3_Gen_Imp_1,4_Gen_Imp_1,5_Gen_Imp_1,6_Gen_Imp_1,7_Gen_Imp_1,8_Gen_Imp_1,9_Gen_Imp_1,10_Gen_Imp_1,11_Gen_Imp_1,12_Gen_Imp_1,13_Gen_Imp_1,14_Gen_Imp_1,15_Gen_Imp_1,16_Gen_Imp_1,17_Gen_Imp_1,18_Gen_Imp_1,19_Gen_Imp_1,20_Gen_Imp_1,21_Gen_Imp_1,22_Gen_Imp_1,23_Gen_Imp_1,24_Gen_Imp_1,25_Gen_Imp_1,26_Gen_Imp_1,27_Gen_Imp_1,28_Gen_Imp_1,29_Gen_Imp_1,30_Gen_Imp_1,1_Gen_Con_1,2_Gen_Con_1,3_Gen_Con_1,4_Gen_Con_1,5_Gen_Con_1,6_Gen_Con_1,7_Gen_Con_1,8_Gen_Con_1,9_Gen_Con_1,10_Gen_Con_1,11_Gen_Con_1,12_Gen_Con_1,13_Gen_Con_1,14_Gen_Con_1,15_Gen_Con_1,16_Gen_Con_1,17_Gen_Con_1,18_Gen_Con_1,19_Gen_Con_1,20_Gen_Con_1,21_Gen_Con_1,22_Gen_Con_1,23_Gen_Con_1,24_Gen_Con_1,25_Gen_Con_1,26_Gen_Con_1,27_Gen_Con_1,28_Gen_Con_1,29_Gen_Con_1,30_Gen_Con_1,PROLIFIC_PID,GeoLocation
8/06/2020 2:04,8/06/2020 2:13,IP Address,109.152.206.2,100,521,TRUE,8/06/2020 2:13,R_1NsiPxwYJ3NNu6g,,,,,53.289505,-3.256698608,anonymous,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",5be15b762876920001e754eb,Chicago,No,Yes,Yes,32,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,41,63,66,45,66,45,50,23,12,25,13,44,62,58,41,31,31,68,65,61,91,61,62,16,53,34,23,20,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom
8/06/2020 2:05,8/06/2020 2:13,IP Address,84.92.123.100,100,439,TRUE,8/06/2020 2:13,R_1nOtMXfU4NwDn7X,,,,,50.83830261,-0.670806885,anonymous,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",576144e5eaf3f80007481fce,Chicago,No,Yes,Yes,67,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,8,0,0,0,10,0,4,0,0,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom
8/06/2020 2:01,8/06/2020 2:13,IP Address,86.190.165.214,100,708,TRUE,8/06/2020 2:13,R_ekV086DMYAXWk37,,,,,52.36360168,-0.678894043,anonymous,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",5ebd5fa512c47d04402403da,Chicago,No,Yes,Yes,41,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,52,0,92,0,0,0,0,0,48,0,0,0,22,0,0,18,0,0,0,91,0,82,0,0,0,0,0,0,,United Kingdom
8/06/2020 2:03,8/06/2020 2:13,IP Address,2.220.193.145,100,632,TRUE,8/06/2020 2:13,R_R8iOqluErrddD8t,,,,,50.84289551,-0.11579895,anonymous,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",5d7a8b2844fed2001979a847,Chicago,No,Yes,Yes,24,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,78,66,68,89,79,8,75,60,12,97,16,88,87,86,95,22,74,83,42,57,95,46,92,10,72,34,9,21,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom
8/06/2020 2:04,8/06/2020 2:13,IP Address,86.19.141.141,100,547,TRUE,8/06/2020 2:13,R_2WNzVeNqbsjwf03,,,,,52.99940491,-1.13180542,anonymous,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",5df9055bdf98d96828379fe9,Chicago,No,Yes,Yes,58,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,22,2,7,31,10,10,71,16,72,12,16,10,11,10,8,20,11,6,20,1,10,70,0,60,22,1,29,9,,United Kingdom
8/06/2020 2:01,8/06/2020 2:13,IP Address,2.223.111.46,100,727,TRUE,8/06/2020 2:13,R_21cTyfrZtq08fn4,,,,,51.67019653,-3.206802368,anonymous,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",5932ccd3cf0d9600010e91c3,Chicago,No,Yes,Yes,61,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,0,19,0,50,33,0,59,0,0,97,5,86,64,89,41,0,75,30,42,94,92,0,64,3,84,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom
8/06/2020 2:01,8/06/2020 2:14,IP Address,86.5.70.228,100,764,TRUE,8/06/2020 2:14,R_3MM5kzSJS0K4YWk,,,,,50.73339844,-1.924606323,anonymous,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",59a3aa40bfd73c00010ea452,Chicago,No,Yes,Yes,38,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,48,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom
8/06/2020 2:02,8/06/2020 2:14,IP Address,86.145.83.225,100,745,TRUE,8/06/2020 2:14,R_1j8w1U4bJfYt6I5,,,,,51.44639587,-0.285903931,anonymous,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",5d96108d33f8930017e85506,Chicago,No,Yes,Yes,18,Male,"No, it's my second language.",United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,49,68,66,70,56,58,35,37,39,94,92,93,93,94,80,48,79,74,36,50,48,64,100,75,98,46,55,45,45,,United Kingdom
8/06/2020 2:01,8/06/2020 2:14,IP Address,2.123.205.29,100,824,TRUE,8/06/2020 2:14,R_VUcizm26Pczviff,,,,,53.79229736,-1.754806519,anonymous,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",5c5d9f390edbd90001e1f02b,Chicago,No,Yes,Yes,34,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,44,0,0,39,0,48,10,0,100,29,77,26,62,25,0,55,11,63,19,100,10,76,14,50,17,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom
8/06/2020 2:01,8/06/2020 2:14,IP Address,86.142.109.183,100,808,TRUE,8/06/2020 2:14,R_AMN1Z11swVhoFzz,,,,,52.0625,-1.342895508,anonymous,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",5d100f65b5b7bb0001ce159d,Chicago,No,Yes,Yes,40,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,100,43,0,66,29,73,46,0,75,0,17,100,79,100,69,100,70,47,74,0,71,0,82,0,100,0,46,29,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom
8/06/2020 2:02,8/06/2020 2:15,IP Address,90.222.86.18,100,810,TRUE,8/06/2020 2:15,R_25T4gDf7gTq9VO9,,,,,54.93130493,-1.585494995,anonymous,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",55885582fdf99b4021921fbd,Chicago,No,Yes,Yes,64,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,0,0,0,26,0,0,0,0,0,34,0,17,24,0,46,0,6,3,0,0,40,0,50,0,0,3,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom
8/06/2020 2:05,8/06/2020 2:16,IP Address,86.140.176.169,100,645,TRUE,8/06/2020 2:16,R_2D0jX1YEmVfu5nZ,,,,,54.63330078,-6.550003052,anonymous,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",5ec106c6fe77013c2e1e0ea6,Chicago,No,Yes,Yes,47,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,0,0,16,0,7,1,0,9,0,0,8,0,3,0,19,7,0,5,2,0,0,10,0,9,3,0,2,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom
8/06/2020 2:09,8/06/2020 2:16,IP Address,85.115.52.202,100,416,TRUE,8/06/2020 2:16,R_2ALIeFwfrCiliUp,,,,,51.51579285,-0.423400879,anonymous,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",5cef11e2b04fdd0016b177ce,Chicago,No,Yes,Yes,29,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,97,2,29,54,1,53,74,0,98,5,78,81,96,51,5,10,33,31,2,46,9,98,7,51,55,2,0,6,,United Kingdom
8/06/2020 2:01,8/06/2020 2:17,IP Address,5.198.72.176,100,972,TRUE,8/06/2020 2:17,R_WCIDWxH2x8vFTnr,,,,,53.76060486,-0.373397827,anonymous,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",5928947add1a250001b4e859,Chicago,No,Yes,Yes,41,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,5,41,0,28,4,10,34,52,0,84,15,68,26,21,66,3,27,51,11,63,96,1,68,1,11,29,8,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom
8/06/2020 2:00,8/06/2020 2:18,IP Address,90.254.227.111,100,1081,TRUE,8/06/2020 2:18,R_3ETrrowVKaHE2kH,,,,,51.99499512,0.584396362,anonymous,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",5e8783743c01b33eecdf67f2,Chicago,No,Yes,Yes,39,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,0,97,0,98,76,1,82,91,2,100,1,95,100,5,0,2,64,0,18,100,100,0,100,4,58,99,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom
8/06/2020 2:00,8/06/2020 2:18,IP Address,2.122.69.233,100,1075,TRUE,8/06/2020 2:18,R_1C2eEB6ntWcVlkY,,,,,50.3881073,-4.132400513,anonymous,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",5d3f130112a7c200013c0d45,Chicago,No,Yes,Yes,59,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,13,20,0,10,19,1,49,0,0,100,3,49,65,19,66,3,85,71,88,0,73,14,100,78,2,14,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom
8/06/2020 2:05,8/06/2020 2:20,IP Address,86.2.211.15,100,906,TRUE,8/06/2020 2:20,R_1qXmWcZBs7JhL02,,,,,55.00210571,-1.628692627,anonymous,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",5e7862f072b4823dcbd0bf07,Chicago,No,Yes,Yes,24,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,50,74,5,46,43,25,54,43,1,78,13,94,78,30,45,26,52,71,55,71,93,0,86,0,50,64,51,9,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom
8/06/2020 2:16,8/06/2020 2:23,IP Address,86.135.226.74,100,455,TRUE,8/06/2020 2:23,R_2XbrRlqnfn2NcFt,,,,,51.64849854,-0.780105591,anonymous,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",5aad8499e1546900019aef29,Chicago,No,Yes,Yes,19,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,21,31,64,41,100,22,28,100,24,34,100,61,66,100,100,86,36,91,77,74,89,76,20,100,83,38,74,74,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom
8/06/2020 2:01,8/06/2020 2:27,IP Address,80.3.125.195,100,1563,TRUE,8/06/2020 2:27,R_3oFUw2ptShzNojZ,,,,,53.58659363,-2.435394287,anonymous,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",5e7d4f0eb863743dfb52a3b9,Chicago,No,Yes,Yes,22,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,25,14,9,16,0,18,4,0,100,0,100,83,90,64,0,81,72,11,18,84,0,100,19,9,17,25,0,0,,United Kingdom
8/06/2020 2:00,8/06/2020 2:30,IP Address,79.78.251.8,100,1772,TRUE,8/06/2020 2:30,R_2WVdZsm4CPq2JvQ,,,,,52.45500183,-1.864105225,anonymous,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",57237df88445810009021781,Chicago,No,Yes,Yes,28,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,40,24,20,54,11,29,9,6,5,84,66,86,87,65,62,37,72,49,10,54,69,34,83,19,30,36,40,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom
8/06/2020 2:02,8/06/2020 2:37,IP Address,90.253.164.201,100,2108,TRUE,8/06/2020 2:37,R_pShm87oJXsHd9Kx,,,,,51.46229553,-2.550201416,anonymous,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",5ea9eb06e3ba571520403fc6,Chicago,No,Yes,Yes,29,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,39,3,1,59,1,42,30,1,45,45,1,91,52,61,41,59,43,0,74,50,10,36,74,0,89,12,9,53,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom
